Term,ICD_clean
50438001: Peripheral vertigo,H81.3
399153001: Vertigo,H81.399
722950001: Persistent postural-perceptual dizziness,H81.43
3419: Dizziness,H81.9
387603000: Impairment of balance,H81.9
20425006: Labyrinthine disorder,H83.9
103281005: Sensation of blocked ears,H83.9
300183001: Ossicles abnormal,H84.09
21451000119101: Mild to moderate hearing loss,H90.0
194418004: Unilateral conductive hearing loss with unrestricted hearing on the contralateral side,H90.11
194425006: Unilateral sensorineural hearing loss with unrestricted hearing on the contralateral side,H90.11
442535004: Unilateral conductive hearing loss,H90.11
3541000119107: Left conductive hearing loss,H90.12
1010439000: Conductive hearing loss of left ear with normal hearing on right side,H90.13
23641000119100: Sensorineural hearing loss in right ear,H90.23
15188001: Hearing loss,H90.3
"194417009: Conductive hearing loss, bilateral",H90.3
433147009: Combined visual and hearing impairment,H90.3
44057004: Conductive hearing loss,H90.3
60700002: Sensorineural hearing loss,H90.3
609125008: Acquired sensorineural hearing loss,H90.3
61743004: Middle ear conductive hearing loss,H90.3
73371001: Neural hearing loss,H90.3
277213009: Hearing aid worn,H90.3
95819006: Unilateral hearing loss,H90.3
4868: Congenital deafness,H90.4
18711000119105: Mixed conductive and sensorineural hearing loss of right ear,H90.4
23631000119109: Sensorineural hearing loss in left ear,H90.41
18701000119107: Mixed conductive and sensorineural hearing loss of left ear,H90.42
1091501000119106: Hearing loss in right ear,H90.5
"194424005: Sensorineural hearing loss, bilateral",H90.5
"194429000: Mixed conductive and sensorineural hearing loss, bilateral",H90.5
232333009: Hearing loss associated with syndrome,H90.5
700454004: Profound sensorineural hearing loss,H90.5
77507001: Mixed conductive AND sensorineural hearing loss,H90.5
3551000119109: Right conductive hearing loss,H90.5
430985005: Bilateral sensory hearing loss,H90.5
1119386008: Sensorineural hearing loss of right ear,H90.51
95827002: Congenital hearing disorder,H90.6
128540005: Hearing disorder,H90.9
1010440003: Conductive hearing loss of right ear with normal hearing on left side,H903.13
473423001: Hearing loss of right ear,H91.121
430977001: Bilateral neural hearing loss,H91.2
162344009: Bilateral deafness,H91.3
95820000: Bilateral hearing loss,H91.33
251358005: Hearing change,H91.8
162340000: Hearing difficulty,H91.9
300228004: Hearing problem,H91.9
4306: Deaf,H91.9
313203003: Hearing test abnormal,H91.9
1088891000119106: Hearing loss in left ear,H91.91
85571008: Sensory hearing loss,H91.93
1010234007: Otalgia of right ear,H92.0
16001004: Otalgia,H92.0
162359003: Bilateral earache,H92.0
699393002: Pulling at own ear,H92.0
162360008: Irritation of ear,H92.09
300197009: Ear problem,H92.9
194415001: Conductive hearing loss due to disorder of middle ear,H93.1
35141006: Cochlear nerve disorder,H93.1
4831000119102: Bilateral tinnitus,H93.13
74990005: Distorted hearing,H93.19
443805006: Auditory neuropathy spectrum disorder,H93.23
229752008: Auditory processing disorder,H93.25
25289003: Hyperacusis,H93.25
427772009: Asymmetrical hearing loss,H93.25
48758008: Upper frequency deafness,H93.25
275729001: Audiogram abnormal,H93.3
41671000119105: Abnormal finding on auditory function study,H93.3
268363004: Auditory/vestibular test abnormal,H93.3
118230007: Hearing finding,H93.9
161497002: H/O: hearing problem,H93.9
162338005: Hearing symptoms,H93.9
164751001: Audiogram left abnormality,H93.9
232322006: Tinnitus of vascular origin,H931
163074001: O/E - heart sounds normal,I01.9
"1511: Mitral stenosis, valvar",I05.0
79619009: Mitral valve stenosis,I05.0
3299: Rheumatic fever,I05.0
"6542: Mitral valve replacement, mechanical",I05.1
"1513: Mitral stenosis, parachute mitral valve",I05.2
6523: Mitral valve balloon dilation (valvuloplasty),I05.2
48724000: Mitral valve regurgitation,I05.2
6539: Mitral valve replacement,I05.2
"6543: Mitral valve replacement, bioprosthetic",I05.2
1517: Mixed mitral valve disease,I05.8
11851006: Mitral valve disorder,I05.9
"8453: Mitral valve function, normal",I05.9
1710: Tricuspid stenosis,I07.1
"6540: Subvalvar mitral stenosis, resection",I08.0
1790: Tricuspid prosthetic valve dysfunction,I08.0
232847003: Aortic valve replacement and aortoplasty,I08.0
3110: Usual coronary arteries for d-loop TGA,I08.0
94461000119106: History of pulmonary valve replacement,I08.0
5540: Atrial switch operation (Mustard or Senning operation),I08.0
6289: Tricuspid valve replacement,I08.0
"6280: Tricuspid valve surgery, (include valvectomy)",I08.0
"6360: Pulmonary valve, surgery",I08.0
"6614: Subvalvar aortic stenosis repair, aortoventriculoplasty",I08.0
49915006: Tricuspid valve stenosis,I08.0
3030: Supravalvar mitral stenosis (annuloleaflet mitral ring),I08.1
"1427: Neo-aortic stenosis, subvalvar",I08.1
1131: Atrioventricular canal with isolated ventricular component (no primum ASD),I08.1
1151: Cleft mitral valve with regurgitation,I08.11
1700: Tricuspid valve abnormality,I08.2
3031: Cor triatriatum sinister,I08.3
6602: Aortic valvotomy or commissurotomy,I08.3
3334: Lupus erythematosis associated endocarditis (Libman-Sacks),I08.4
72181000119109: Endocarditis due to systemic lupus erythematosus,I08.4
1712: Mixed tricuspid valve disease,I08.8
12242351000119109: Swelling of left upper limb,I08.8
1449: Neo-aortic valve regurgitation,I08.8
3440: Conduit regurgitation,I08.8
1703: Right sided AV valve regurgitation,I081
"2530: Hypertension, renal",I10
38341003: Hypertensive disorder,I10
417312002: Suspected hypertension,I10
59621000: Essential hypertension,I10
827068008: Hypertension stage 2,I10
10725009: Benign hypertension,I10
129899009: Blood pressure alteration,I10
161501007: H/O: hypertension,I10
24184005: Elevated blood pressure,I10
697930002: Labile hypertension due to being in a clinical environment,I10
8802: Screening for Hypertension,I10
2510: Systemic hypertension,I10
4725: Anticoagulation therapy,I10
78975002: Malignant essential hypertension,I11
253522006: Right ventricular dilatation,I11.0
194791005: Hypertension secondary to drug,I11.1
26660001: Dilatation of aorta,I11.9
2634: Renal artery stenosis,I12.0
32482005: Orthostatic proteinuria,I12.0
4505: Hemodialysis,I12.0
15883561000119108: Ultrasonography of kidney abnormal,I12.9
722149000: Chronic kidney disease following excision of renal neoplasm,I12.9
"8500: Cardiovascular catheterization procedure, therapeutic",I12.9
137971000119104: History of acute renal failure,I12.9
4545: Cardiorenal syndrome,I13.2
123799005: Renovascular hypertension,I15.0
7962: Exercise induced hypertension,I15.8
28119000: Renal hypertension,I15.9
31992008: Secondary hypertension,I15.9
2509: Elevated blood pressure in the absence of confirmed hypertension,I16.9
706882009: Hypertensive crisis,I16.9
56218007: Systolic hypertension,I16.9
3470: Chest pain at rest,I20.0
434011000124101: Chronic chest pain,I20.8
3441: Angina pectoris,I20.9
1880: Myocardial infarction,I21
7651: Acute myocardial infarction,I21.0
"5732: Atrial septal defect secundum, suture",I21.1
8317: Elevated serum troponin level,I21.9
2613: Systemic arterial thrombosis,I22.0
1130: Left ventricle to right atrium shunt,I24.8
"3144: Right coronary artery origin, normal",I24.8
3111: Circumflex from right coronary in d-loop TGA,I24.8
8720: Acute coronary syndrome ( unstable angina),I24.9
"6009: Stent implantation, Patent ductus arteriosus",I24.9
6350: Pulmonary artery surgery,I25.02
3109: Coronary artery stenosis or obstruction,I25.1
"5945: Shunt, central (ascending aorta - main pulmonary artery)",I25.1
134439009: FH: premature coronary heart disease,I25.1
414024009: Disorder of coronary artery,I25.1
"5324: Complete atrioventricular canal repair, single patch technique",I25.1
5881: Balloon atrial septostomy,I25.1
3108: Coronary artery disease,I25.10
386138005: Stented coronary artery,I25.10
6669: Coronary artery dilation (angioplasty),I25.10
"8514: Cardiovascular catheterization procedure, therapeutic, septostomy",I25.10
123642008: Right coronary artery occlusion,I25.10
3103: Conus coronary artery,I25.10
3122: Single coronary from the left facing sinus,I25.10
3123: Single coronary from the right facing sinus,I25.10
"3143: Left main coronary artery origin, normal",I25.10
371823002: Patient post angioplasty,I25.10
1755008: Old myocardial infarction,I25.2
7649: Pathologic Q waves,I25.2
5801: Revision of main pulmonary artery band,I25.2
"3147: Coronary artery system, right-dominant",I25.3
253546004: Left ventricular outflow tract obstruction,I25.3
5846: Extended end to end coarctation repair,I25.3
6425: Left pulmonary artery plasty at prior surgical site,I25.3
"2340: Aneurysm, left ventricle",I25.4
6573: Left ventricular outflow tract procedure,I25.4
5845: Balloon dilation of aortic coarctation,I25.4
"1420: Aortic stenosis, subvalvar",I25.41
2334: Aneurysm of right ventricular outflow tract,I25.41
5113: Aortic arch reconstruction,I25.41
5851: Aortic arch repair and VSD closure,I25.41
1639: Right ventricular outflow tract obstruction,I25.41
6133: Aortopulmonary arterial collateral division or ligation,I25.41
3120: Coronary artery myocardial bridge,I25.41
1477: Left ventricular systolic apical cavity obliteration,I25.42
"5494: Aortic translocation, VSD tunnel to aorta, pulmonary artery  implantation (Nikaidoh)",I25.42
"3148: Coronary artery system, left-dominant",I25.42
"6611: Subaortic stenosis, discrete, membraneous, resection",I25.43
"1958: LV dysfunction, regional, mid anteroseptal region (segment 8)",I25.49
"2342: Aneurysm, left ventricle, submitral",I25.49
297160003: Left ventricular aneurysm,I25.49
3099: Right ventricular dependent coronary circulation,I25.49
2233: Coronary fistula to the right ventricle,I25.49
3131: Acquired coronary artery aneurysm,I25.49
"2341: Aneurysm, left ventricle, apical",I25.5
"1951: LV dysfunction, regional, basal anterior region (segment 1)",I25.5
3119: Dilated or ectatic coronary artery,I25.5
3135: Coronary vasospasm,I25.5
2842: Dilated coronary sinus,I25.6
2238: Coronary fistula to the pulmonary artery,I25.7
"6667: Anomalous left coronary, reimplant",I25.7
2235: Coronary fistula to right atrium,I25.71
2317: Coronary artery aneurysm in Kawasaki disease,I25.71
"5996: Coronary artery bypass graft/valve, reoperation > 1 month after original procedure",I25.71
"6126: Arterio-venous fistula, coronary, ligation or closure",I25.79
6128: Coronary cameral fistula surgery,I25.8
60911000119109: History of patent ductus arteriosus coil occlusion,I25.8
6380: Balloon dilation of pulmonary artery,I25.81
1433: Dilated neo-aortic root,I25.810
3643: Echocardiogram with stress,I25.810
233844002: Accelerated coronary artery disease in transplanted heart,I25.810
2846: Coronary sinus ostial atresia,I25.89
2611: Systemic arterial vascular disease (systemic arteriopathy),I25.9
251015000: Coronary artery finding,I25.9
266894000: FH: Cardiovascular disease,I25.9
3121: Intramural coronary artery,I25.9
50570003: Aneurysm of coronary vessels,I25.9
6129: Transcatheter occlusion of coronary cameral fistula,I25.9
2237: Coronary fistula to the left ventricle in hypoplastic left heart syndrome,I25.910
432121000124103: Communicating congenital hydrocele,I26.0
2417: Pulmonary vascular obstruction associated with thrombotic or embolic disease,I26.1
69116000: Moyamoya disease,I26.8
"6356: Pulmonary artery thrombectomy or embolectomy, acute embolus",I26.9
706870000: Acute pulmonary embolism,I26.9
59282003: Pulmonary embolism,I26.9
81075000: Pleural effusion associated with pulmonary infection,I26.90
"2618: Thrombosis, Systemic artery,in situ (central)",I26.99
266996004: H/O: thromboembolism,I26.99
"2821: Right superior vena cava, absent",I26.99
3250: Thromboembolism,I26.99
473359008: Thrombus of right atrium,I26.99
10964002: Progressive pulmonary hypertension,I27.0
11399002: Pulmonary arterial hypertension,I27.0
1770: Right atrial abnormality,I27.0
1831: Myocarditis,I27.0
"2000: Atrial septal defect, secundum",I27.0
233944003: Familial primary pulmonary hypertension,I27.0
2400: Pulmonary hypertension,I27.0
2401: Pulmonary hypertension due to systemic-to-pulmonary shunt,I27.0
2402: Pulmonary hypertension hypoxic,I27.0
2403: Pulmonary hypertension lung disease,I27.0
2404: Pulmonary hypertension thrombotic,I27.0
2406: Pulmonary hypertension due to left atrial hypertension,I27.0
2409: Pulmonary hypertension idiopathic,I27.0
2412: Pulmonary vascular obstruction associated with hypoxia,I27.0
303070000: Pulmonary arteriovenous malformation,I27.0
3520: Right ventricular hypertension,I27.0
"3526: Right-to-left shunt, atrial",I27.0
3935: Preoperative pulmonary hypertension (PA > systemic pressure) by ECHO,I27.0
3947: Preoperative pulmonary hypertension (PA > systemic pressure) by CATH,I27.0
6364: Pulmonary valvar stenosis transannular outflow patch,I27.0
"6453: Stent implantation, Pulmonary vein",I27.0
697898008: Idiopathic pulmonary arterial hypertension,I27.0
70995007: Pulmonary hypertension,I27.0
"8524: Full right heart catheterization, congenital heart disease",I27.0
2020: Patent foramen ovale,I27.0
1618: Right pulmonary artery stenosis,I27.0
1622: Pulmonary artery stenosis,I27.0
"1624: Branch pulmonary artery stenosis, central",I27.0
"1626: Right pulmonary artery stenosis, central",I27.0
"1628: Left pulmonary artery stenosis, central",I27.0
"2041: Complete sino-septal defect, LSVC to left atrium (Raghib association)",I27.0
2083: Malpositioned atrial septum (with or without PAPVC),I27.0
2405: Pulmonary hypertension vasculitis,I27.0
2955: Dilated pulmonary root,I27.0
3010: Left atrial abnormality,I27.0
5808: Pulmonary artery debanding,I27.0
6401: Main pulmonary artery plasty,I27.0
6414: Right pulmonary artery reconstruction at cavopulmonary anastomosis (Glenn) site,I27.0
697902002: Associated pulmonary arterial hypertension,I27.0
7507: Diminished RV (or anterior) forces (ECG),I27.0
8057: Postoperative pulmonary hypertension crises(PA pressure> systemic pressure),I27.0
88223008: Secondary pulmonary hypertension,I27.0
1051: Tetralogy of Fallot with complete atrioventricular canal,I27.0
"1629: Left pulmonary artery stenosis, distal",I27.1
"2131: Left-sided patent ductus arteriosus, restrictive",I27.1
"2423: Pulmonary hypertension, secondary",I27.1
2430: Pulmonary hypertension left lung,I27.1
448510002: Stenosis of left pulmonary artery,I27.1
5172: Extracardiac fenestrated Fontan,I27.1
"5842: Coarctation, left subclavian flap plasty",I27.1
"6000: Patent ductus arteriosus, surgery",I27.1
6417: Right pulmonary artery dilation,I27.1
"5166: Fontan, lateral tunnel via left superior vena cava",I27.1
5739: Closure of Fontan fenestration,I27.1
5755: Closure of atrial septal fenestration,I27.1
5810: Banding right pulmonary artery,I27.1
6427: Left pulmonary artery dilation,I27.1
6379: Internal pulmonary artery flow restrictor device implantation,I27.1
"6446: Pulmonary venous atresia, surgical correction",I27.1
1619: Left pulmonary artery stenosis,I27.1
448027004: Supravalvar pulmonary trunk stenosis,I27.1
95441000: Pulmonary artery stenosis,I27.1
"1614: Pulmonary stenosis, supravalvar",I27.1
"8521: Full right heart catheterization, acquired heart disease",I27.2
89792004: Right ventricular hypertrophy,I27.2
"2323: Aneurysm, left pulmonary artery",I27.2
1617: Bilateral branch pulmonary artery stenosis,I27.2
